0001_tuebadz.conllup	T990507.2
2740_tuebadz.conllup	T951020.241
2742_tuebadz.conllup	T951020.243
2743_tuebadz.conllup	T951020.244
2744_tuebadz.conllup	T951020.246
2747_tuebadz.conllup	T951020.251
2748_tuebadz.conllup	T951020.252
2749_tuebadz.conllup	T951020.253
2750_tuebadz.conllup	T951020.257
2751_tuebadz.conllup	T951020.258
2753_tuebadz.conllup	T951020.260
2754_tuebadz.conllup	T951020.263
2755_tuebadz.conllup	T951020.264
2756_tuebadz.conllup	T951020.265
2758_tuebadz.conllup	T951020.269
2759_tuebadz.conllup	T951020.270
2762_tuebadz.conllup	T951020.273
2763_tuebadz.conllup	T951020.275
2764_tuebadz.conllup	T951020.277
2765_tuebadz.conllup	T951020.278
2766_tuebadz.conllup	T951020.279
2767_tuebadz.conllup	T951020.280
2769_tuebadz.conllup	T951020.282
2771_tuebadz.conllup	T951020.284
2772_tuebadz.conllup	T951020.285
2774_tuebadz.conllup	T951020.287
2775_tuebadz.conllup	T951020.288
2776_tuebadz.conllup	T951020.289
2779_tuebadz.conllup	T970102.150
2780_tuebadz.conllup	T970102.151
2781_tuebadz.conllup	T970102.201
2782_tuebadz.conllup	T970106.84
2784_tuebadz.conllup	T970108.169
2785_tuebadz.conllup	T970111.48
2786_tuebadz.conllup	T970111.175
2787_tuebadz.conllup	T970113.185
2788_tuebadz.conllup	T970114.174
2789_tuebadz.conllup	T970115.55
2790_tuebadz.conllup	T970118.35
2791_tuebadz.conllup	T970118.214
2792_tuebadz.conllup	T970121.258
2793_tuebadz.conllup	T970123.306
2794_tuebadz.conllup	T970128.241
2795_tuebadz.conllup	T970203.89
2796_tuebadz.conllup	T970206.78
2797_tuebadz.conllup	T970208.11
2798_tuebadz.conllup	T970208.96
2799_tuebadz.conllup	T970210.144
2800_tuebadz.conllup	T970211.279
2801_tuebadz.conllup	T970212.32
2802_tuebadz.conllup	T970213.176
2803_tuebadz.conllup	T970213.389
2804_tuebadz.conllup	T970214.267
2806_tuebadz.conllup	T970217.164
2807_tuebadz.conllup	T970217.238
2808_tuebadz.conllup	T970218.173
2809_tuebadz.conllup	T970219.240
2810_tuebadz.conllup	T970222.290
2811_tuebadz.conllup	T970224.138
2812_tuebadz.conllup	T970301.231
2813_tuebadz.conllup	T970301.377
2816_tuebadz.conllup	T970307.42
2817_tuebadz.conllup	T970307.139
2818_tuebadz.conllup	T970307.266
2819_tuebadz.conllup	T970308.43
2821_tuebadz.conllup	T970312.215
2822_tuebadz.conllup	T970314.55
2823_tuebadz.conllup	T970314.251
2824_tuebadz.conllup	T970320.54
2825_tuebadz.conllup	T970320.121
2826_tuebadz.conllup	T970320.215
2827_tuebadz.conllup	T970324.99
2828_tuebadz.conllup	T970327.137
2829_tuebadz.conllup	T970402.117
2830_tuebadz.conllup	T970402.158
2831_tuebadz.conllup	T970402.245
2832_tuebadz.conllup	T970404.48
2834_tuebadz.conllup	T970408.57
2835_tuebadz.conllup	T970409.151
2836_tuebadz.conllup	T970409.155
2838_tuebadz.conllup	T970409.275
2839_tuebadz.conllup	T970410.201
2840_tuebadz.conllup	T970414.163
2842_tuebadz.conllup	T970416.152
2843_tuebadz.conllup	T970418.250
2844_tuebadz.conllup	T970421.158
2845_tuebadz.conllup	T970422.37
2847_tuebadz.conllup	T970429.195
2848_tuebadz.conllup	T970430.141
2851_tuebadz.conllup	T970505.33
2852_tuebadz.conllup	T970506.113
2853_tuebadz.conllup	T970506.172
2855_tuebadz.conllup	T970507.153
2857_tuebadz.conllup	T970515.87
2859_tuebadz.conllup	T970516.176
2860_tuebadz.conllup	T970517.198
2862_tuebadz.conllup	T970520.208
2863_tuebadz.conllup	T970522.187
2864_tuebadz.conllup	T970522.305
2865_tuebadz.conllup	T970527.167
2866_tuebadz.conllup	T970602.89
2868_tuebadz.conllup	T970603.140
2869_tuebadz.conllup	T970603.178
2870_tuebadz.conllup	T970606.135
2871_tuebadz.conllup	T970609.84
2872_tuebadz.conllup	T970609.124
2873_tuebadz.conllup	T970610.73
2875_tuebadz.conllup	T970612.280
2876_tuebadz.conllup	T970613.157
2877_tuebadz.conllup	T970614.80
2878_tuebadz.conllup	T970617.162
2879_tuebadz.conllup	T970621.37
2880_tuebadz.conllup	T970621.40
2881_tuebadz.conllup	T970624.90
2882_tuebadz.conllup	T970624.131
2884_tuebadz.conllup	T970625.93
2885_tuebadz.conllup	T970625.163
2886_tuebadz.conllup	T970625.240
2887_tuebadz.conllup	T970626.66
2888_tuebadz.conllup	T970626.211
2891_tuebadz.conllup	T970702.157
2893_tuebadz.conllup	T970703.41
2894_tuebadz.conllup	T970705.180
2896_tuebadz.conllup	T970708.137
2897_tuebadz.conllup	T970709.60
2899_tuebadz.conllup	T970710.143
2900_tuebadz.conllup	T970710.153
2901_tuebadz.conllup	T970711.94
2904_tuebadz.conllup	T970714.124
2905_tuebadz.conllup	T970714.138
2906_tuebadz.conllup	T970715.50
2907_tuebadz.conllup	T970717.119
2908_tuebadz.conllup	T970722.83
2909_tuebadz.conllup	T970724.143
2911_tuebadz.conllup	T970729.234
2912_tuebadz.conllup	T970730.80
2914_tuebadz.conllup	T970806.42
2915_tuebadz.conllup	T970807.292
2916_tuebadz.conllup	T970808.143
2917_tuebadz.conllup	T970808.169
2918_tuebadz.conllup	T970812.149
2919_tuebadz.conllup	T970812.210
2920_tuebadz.conllup	T970815.154
2921_tuebadz.conllup	T970815.222
2924_tuebadz.conllup	T970816.256
2926_tuebadz.conllup	T970820.91
2927_tuebadz.conllup	T970820.179
2928_tuebadz.conllup	T970820.187
2929_tuebadz.conllup	T970821.256
2930_tuebadz.conllup	T970823.276
2931_tuebadz.conllup	T970823.330
2932_tuebadz.conllup	T970825.143
2934_tuebadz.conllup	T970826.161
2935_tuebadz.conllup	T970827.100
2936_tuebadz.conllup	T970829.79
2937_tuebadz.conllup	T970829.233
2938_tuebadz.conllup	T970909.83
2939_tuebadz.conllup	T970909.139
2940_tuebadz.conllup	T970917.202
2941_tuebadz.conllup	T970918.138
2942_tuebadz.conllup	T970918.200
2943_tuebadz.conllup	T970919.43
2945_tuebadz.conllup	T970922.154
2946_tuebadz.conllup	T970925.135
2947_tuebadz.conllup	T970925.275
2948_tuebadz.conllup	T970926.83
2949_tuebadz.conllup	T970926.214
2950_tuebadz.conllup	T970927.303
2952_tuebadz.conllup	T971002.169
2954_tuebadz.conllup	T971004.305
2956_tuebadz.conllup	T971006.165
2958_tuebadz.conllup	T971009.204
2959_tuebadz.conllup	T971010.131
2960_tuebadz.conllup	T971015.138
2961_tuebadz.conllup	T971018.291
2963_tuebadz.conllup	T971021.21
2964_tuebadz.conllup	T971022.234
2965_tuebadz.conllup	T971025.198
2966_tuebadz.conllup	T971027.159
2968_tuebadz.conllup	T971028.153
2969_tuebadz.conllup	T971029.78
2970_tuebadz.conllup	T971030.21
2971_tuebadz.conllup	T971030.89
2973_tuebadz.conllup	T971101.93
2974_tuebadz.conllup	T971101.175
2975_tuebadz.conllup	T971103.215
2977_tuebadz.conllup	T971105.192
2978_tuebadz.conllup	T971106.102
2979_tuebadz.conllup	T971106.173
2980_tuebadz.conllup	T971107.357
2982_tuebadz.conllup	T971110.203
2983_tuebadz.conllup	T971111.125
2984_tuebadz.conllup	T971111.161
2986_tuebadz.conllup	T971113.206
2987_tuebadz.conllup	T971113.283
2988_tuebadz.conllup	T971114.146
2989_tuebadz.conllup	T971119.63
2990_tuebadz.conllup	T971120.308
2991_tuebadz.conllup	T971121.107
2992_tuebadz.conllup	T971121.339
2994_tuebadz.conllup	T971125.106
2995_tuebadz.conllup	T971125.152
2996_tuebadz.conllup	T971201.162
2997_tuebadz.conllup	T971203.113
2999_tuebadz.conllup	T971205.227
3000_tuebadz.conllup	T971205.263
3001_tuebadz.conllup	T971206.58
3002_tuebadz.conllup	T971206.261
3004_tuebadz.conllup	T971210.123
3005_tuebadz.conllup	T971211.30
3006_tuebadz.conllup	T971211.183
3009_tuebadz.conllup	T971212.250
3011_tuebadz.conllup	T971213.347
3012_tuebadz.conllup	T971215.117
3013_tuebadz.conllup	T971216.24
3014_tuebadz.conllup	T971216.26
3016_tuebadz.conllup	T971230.158
3017_tuebadz.conllup	T890102.38
3018_tuebadz.conllup	T890102.50
3019_tuebadz.conllup	T890102.82
3020_tuebadz.conllup	T890102.84
3021_tuebadz.conllup	T890102.141
3022_tuebadz.conllup	T890102.154
3024_tuebadz.conllup	T890103.246
3025_tuebadz.conllup	T890104.37
3026_tuebadz.conllup	T890104.86
3027_tuebadz.conllup	T890107.165
3028_tuebadz.conllup	T890107.209
3030_tuebadz.conllup	T890110.171
3031_tuebadz.conllup	T890111.43
3032_tuebadz.conllup	T890111.50
3033_tuebadz.conllup	T890111.60
3034_tuebadz.conllup	T890112.182
3035_tuebadz.conllup	T890113.88
3036_tuebadz.conllup	T890113.173
3037_tuebadz.conllup	T890114.153
3038_tuebadz.conllup	T890116.80
3039_tuebadz.conllup	T890116.194
3040_tuebadz.conllup	T890116.222
3041_tuebadz.conllup	T890117.84
3042_tuebadz.conllup	T890117.179
3043_tuebadz.conllup	T890118.77
3044_tuebadz.conllup	T890118.82
3045_tuebadz.conllup	T890118.155
3046_tuebadz.conllup	T890118.245
3048_tuebadz.conllup	T890120.107
3050_tuebadz.conllup	T890121.161
3051_tuebadz.conllup	T890124.73
3053_tuebadz.conllup	T890125.79
3055_tuebadz.conllup	T890126.270
3056_tuebadz.conllup	T890126.290
3057_tuebadz.conllup	T890128.24
3058_tuebadz.conllup	T890128.87
3059_tuebadz.conllup	T890128.88
3060_tuebadz.conllup	T890128.121
3061_tuebadz.conllup	T890130.95
3062_tuebadz.conllup	T890201.31
3063_tuebadz.conllup	T890201.44
3064_tuebadz.conllup	T890201.79
3065_tuebadz.conllup	T890201.88
3067_tuebadz.conllup	T890202.90
3069_tuebadz.conllup	T890203.121
3070_tuebadz.conllup	T890204.93
3071_tuebadz.conllup	T890204.113
3072_tuebadz.conllup	T890206.26
3073_tuebadz.conllup	T890206.76
3074_tuebadz.conllup	T890207.104
3075_tuebadz.conllup	T890208.58
3076_tuebadz.conllup	T890208.75
3077_tuebadz.conllup	T890209.83
3078_tuebadz.conllup	T890209.90
3079_tuebadz.conllup	T890209.180
3080_tuebadz.conllup	T890210.143
3081_tuebadz.conllup	T890211.57
3082_tuebadz.conllup	T890213.24
3083_tuebadz.conllup	T890214.47
3084_tuebadz.conllup	T890214.62
3086_tuebadz.conllup	T890215.83
3087_tuebadz.conllup	T890215.146
3088_tuebadz.conllup	T890215.220
3089_tuebadz.conllup	T890216.27
3090_tuebadz.conllup	T890216.113
3092_tuebadz.conllup	T890216.162
3093_tuebadz.conllup	T890216.172
3094_tuebadz.conllup	T890217.70
3095_tuebadz.conllup	T890217.175
3096_tuebadz.conllup	T890218.51
3097_tuebadz.conllup	T890218.89
3100_tuebadz.conllup	T890220.45
3102_tuebadz.conllup	T890220.119
3104_tuebadz.conllup	T890221.92
3105_tuebadz.conllup	T890221.159
3106_tuebadz.conllup	T890222.4
3107_tuebadz.conllup	T890223.132
3108_tuebadz.conllup	T890224.87
3110_tuebadz.conllup	T890225.91
3111_tuebadz.conllup	T890227.28
3112_tuebadz.conllup	T890227.29
3114_tuebadz.conllup	T890227.71
3115_tuebadz.conllup	T890227.75
3116_tuebadz.conllup	T890228.25
3117_tuebadz.conllup	T890228.164
3118_tuebadz.conllup	T890301.76
3119_tuebadz.conllup	T890302.174
3120_tuebadz.conllup	T890302.212
3121_tuebadz.conllup	T890303.24
3122_tuebadz.conllup	T890303.214
3123_tuebadz.conllup	T890304.163
3125_tuebadz.conllup	T890306.63
3126_tuebadz.conllup	T890306.79
3127_tuebadz.conllup	T890306.126
3128_tuebadz.conllup	T890308.220
3129_tuebadz.conllup	T890309.55
3131_tuebadz.conllup	T890310.77
3132_tuebadz.conllup	T890310.236
3135_tuebadz.conllup	T890311.95
3137_tuebadz.conllup	T890313.8
3138_tuebadz.conllup	T890313.36
3139_tuebadz.conllup	T890313.74
3140_tuebadz.conllup	T890313.132
3141_tuebadz.conllup	T890314.132
3142_tuebadz.conllup	T890315.33
3143_tuebadz.conllup	T890315.88
3144_tuebadz.conllup	T890316.100
3145_tuebadz.conllup	T890318.95
3147_tuebadz.conllup	T890320.78
3148_tuebadz.conllup	T890321.1
3149_tuebadz.conllup	T890321.75
3150_tuebadz.conllup	T890321.138
3151_tuebadz.conllup	T890322.55
3152_tuebadz.conllup	T890322.74
3153_tuebadz.conllup	T890322.88
3154_tuebadz.conllup	T890322.93
3155_tuebadz.conllup	T890322.99
3156_tuebadz.conllup	T890323.69
3157_tuebadz.conllup	T890323.83
3158_tuebadz.conllup	T890325.31
3159_tuebadz.conllup	T890325.53
3160_tuebadz.conllup	T890325.64
3161_tuebadz.conllup	T890328.33
3162_tuebadz.conllup	T890328.55
3163_tuebadz.conllup	T890328.141
3164_tuebadz.conllup	T890329.62
3165_tuebadz.conllup	T890329.90
3166_tuebadz.conllup	T890330.61
3168_tuebadz.conllup	T890330.158
3169_tuebadz.conllup	T890331.34
3170_tuebadz.conllup	T890331.73
3171_tuebadz.conllup	T890331.83
3172_tuebadz.conllup	T890331.189
3173_tuebadz.conllup	T890401.10
3174_tuebadz.conllup	T890401.69
3175_tuebadz.conllup	T890401.119
3176_tuebadz.conllup	T890403.116
3178_tuebadz.conllup	T890403.154
3179_tuebadz.conllup	T890404.13
3180_tuebadz.conllup	T890404.30
3183_tuebadz.conllup	T890404.80
3184_tuebadz.conllup	T890404.155
3185_tuebadz.conllup	T890404.176
3189_tuebadz.conllup	T890407.136
3190_tuebadz.conllup	T890407.163
3191_tuebadz.conllup	T890407.188
3192_tuebadz.conllup	T890410.85
3194_tuebadz.conllup	T890410.149
3195_tuebadz.conllup	T890410.170
3196_tuebadz.conllup	T890411.76
3197_tuebadz.conllup	T890412.52
3198_tuebadz.conllup	T890412.54
3199_tuebadz.conllup	T890412.74
3201_tuebadz.conllup	T890412.82
3202_tuebadz.conllup	T890412.145
3203_tuebadz.conllup	T890413.86
3204_tuebadz.conllup	T890413.102
3205_tuebadz.conllup	T890414.166
3206_tuebadz.conllup	T890415.80
3208_tuebadz.conllup	T890415.164
3209_tuebadz.conllup	T890417.7
3211_tuebadz.conllup	T890418.13
3212_tuebadz.conllup	T890418.96
3213_tuebadz.conllup	T890418.97
3214_tuebadz.conllup	T890419.61
3215_tuebadz.conllup	T890420.35
3216_tuebadz.conllup	T890420.52
3217_tuebadz.conllup	T890420.61
3218_tuebadz.conllup	T890420.70
3219_tuebadz.conllup	T890420.86
3220_tuebadz.conllup	T890420.93
3221_tuebadz.conllup	T890420.100
3222_tuebadz.conllup	T890420.102
3223_tuebadz.conllup	T890420.143
3224_tuebadz.conllup	T890421.99
3225_tuebadz.conllup	T890422.55
3226_tuebadz.conllup	T890422.78
3227_tuebadz.conllup	T890422.85
3230_tuebadz.conllup	T890425.226
3231_tuebadz.conllup	T890425.234
3232_tuebadz.conllup	T890426.74
3233_tuebadz.conllup	T890426.92
3234_tuebadz.conllup	T890428.28
3236_tuebadz.conllup	T890429.19
3237_tuebadz.conllup	T890429.104
3238_tuebadz.conllup	T890429.111
3239_tuebadz.conllup	T890502.87
3241_tuebadz.conllup	T890503.21
3242_tuebadz.conllup	T890503.69
3243_tuebadz.conllup	T890505.27
3244_tuebadz.conllup	T890505.102
3245_tuebadz.conllup	T890505.106
3247_tuebadz.conllup	T890505.173
3248_tuebadz.conllup	T890506.23
3249_tuebadz.conllup	T890506.99
3252_tuebadz.conllup	T890508.91
3254_tuebadz.conllup	T890509.71
3255_tuebadz.conllup	T890510.1
3256_tuebadz.conllup	T890511.38
3257_tuebadz.conllup	T890511.120
3258_tuebadz.conllup	T890512.45
3259_tuebadz.conllup	T890512.174
3260_tuebadz.conllup	T890513.25
3261_tuebadz.conllup	T890513.94
3262_tuebadz.conllup	T890513.99
3265_tuebadz.conllup	T890516.182
3266_tuebadz.conllup	T890518.22
3267_tuebadz.conllup	T890518.48
3268_tuebadz.conllup	T890518.83
3269_tuebadz.conllup	T890519.6
3270_tuebadz.conllup	T890519.89
3271_tuebadz.conllup	T890519.121
3272_tuebadz.conllup	T890520.64
3273_tuebadz.conllup	T890520.80
3274_tuebadz.conllup	T890522.15
3275_tuebadz.conllup	T890522.62
3277_tuebadz.conllup	T890522.99
3278_tuebadz.conllup	T890522.182
3280_tuebadz.conllup	T890523.132
3282_tuebadz.conllup	T890524.91
3283_tuebadz.conllup	T890524.165
3284_tuebadz.conllup	T890524.181
3285_tuebadz.conllup	T890525.90
3286_tuebadz.conllup	T890525.91
3287_tuebadz.conllup	T890526.118
3288_tuebadz.conllup	T890527.27
3289_tuebadz.conllup	T890527.83
3290_tuebadz.conllup	T890527.88
3291_tuebadz.conllup	T890529.59
3292_tuebadz.conllup	T890529.76
3293_tuebadz.conllup	T890529.124
3294_tuebadz.conllup	T890529.136
3295_tuebadz.conllup	T890530.3
3296_tuebadz.conllup	T890530.101
3297_tuebadz.conllup	T890530.168
3298_tuebadz.conllup	T890531.57
3299_tuebadz.conllup	T890531.80
3300_tuebadz.conllup	T890531.88
3301_tuebadz.conllup	T890531.100
3303_tuebadz.conllup	T890531.173
3305_tuebadz.conllup	T890601.103
3307_tuebadz.conllup	T890601.166
3308_tuebadz.conllup	T890601.215
3309_tuebadz.conllup	T890602.77
3310_tuebadz.conllup	T890602.133
3311_tuebadz.conllup	T890602.135
3312_tuebadz.conllup	T890603.28
3313_tuebadz.conllup	T890603.97
3315_tuebadz.conllup	T890603.250
3316_tuebadz.conllup	T890605.53
3318_tuebadz.conllup	T890605.137
3319_tuebadz.conllup	T890607.98
3320_tuebadz.conllup	T890607.112
3322_tuebadz.conllup	T890608.159
3323_tuebadz.conllup	T890608.160
3324_tuebadz.conllup	T890609.50
3326_tuebadz.conllup	T890610.70
3327_tuebadz.conllup	T890610.94
3328_tuebadz.conllup	T890610.100
3329_tuebadz.conllup	T890612.87
3330_tuebadz.conllup	T890612.145
3331_tuebadz.conllup	T890613.66
3332_tuebadz.conllup	T890613.155
3333_tuebadz.conllup	T890614.65
3334_tuebadz.conllup	T890614.166
3335_tuebadz.conllup	T890614.171
3336_tuebadz.conllup	T890615.16
3337_tuebadz.conllup	T890615.83
3338_tuebadz.conllup	T890620.9
3339_tuebadz.conllup	T890620.125
3340_tuebadz.conllup	T890622.111
3341_tuebadz.conllup	T890623.49
3342_tuebadz.conllup	T890624.123
3343_tuebadz.conllup	T890626.2
3344_tuebadz.conllup	T890627.42
3346_tuebadz.conllup	T890627.107
3347_tuebadz.conllup	T890627.109
3348_tuebadz.conllup	T890628.218
3349_tuebadz.conllup	T890630.87
3350_tuebadz.conllup	T890630.107
3351_tuebadz.conllup	T890704.25
3352_tuebadz.conllup	T890704.112
3353_tuebadz.conllup	T890704.196
3354_tuebadz.conllup	T890705.9
3355_tuebadz.conllup	T890705.87
3356_tuebadz.conllup	T890705.101
3357_tuebadz.conllup	T890705.135
3358_tuebadz.conllup	T890706.57
3359_tuebadz.conllup	T890706.113
3360_tuebadz.conllup	T890707.121
3361_tuebadz.conllup	T890707.182
3363_tuebadz.conllup	T890708.108
3365_tuebadz.conllup	T890708.157
3366_tuebadz.conllup	T890710.79
3367_tuebadz.conllup	T890710.157
3369_tuebadz.conllup	T890711.91
3370_tuebadz.conllup	T890711.104
3372_tuebadz.conllup	T890711.160
3373_tuebadz.conllup	T890713.108
3374_tuebadz.conllup	T890713.110
3376_tuebadz.conllup	T890713.159
3377_tuebadz.conllup	T890714.212
3378_tuebadz.conllup	T890714.249
3380_tuebadz.conllup	T890715.93
3381_tuebadz.conllup	T890715.255
3382_tuebadz.conllup	T890717.33
3383_tuebadz.conllup	T890717.118
3384_tuebadz.conllup	T890718.222
3385_tuebadz.conllup	T890720.92
3386_tuebadz.conllup	T890720.110
3388_tuebadz.conllup	T890721.31
3389_tuebadz.conllup	T890721.141
3390_tuebadz.conllup	T890722.63
3391_tuebadz.conllup	T890722.86
3392_tuebadz.conllup	T890722.127
3393_tuebadz.conllup	T890724.81
3394_tuebadz.conllup	T890724.97
3395_tuebadz.conllup	T890724.115
3396_tuebadz.conllup	T890725.27
3397_tuebadz.conllup	T890725.77
3398_tuebadz.conllup	T890726.33
3399_tuebadz.conllup	T890726.50
3400_tuebadz.conllup	T890727.109
3401_tuebadz.conllup	T890727.147
3402_tuebadz.conllup	T890727.170
3403_tuebadz.conllup	T890728.1
3406_tuebadz.conllup	T890729.82
3408_tuebadz.conllup	T890802.41
3410_tuebadz.conllup	T890802.90
3412_tuebadz.conllup	T890803.8
3413_tuebadz.conllup	T890803.26
3415_tuebadz.conllup	T890803.73
3416_tuebadz.conllup	T890803.126
3417_tuebadz.conllup	T890804.117
3419_tuebadz.conllup	T890805.94
3420_tuebadz.conllup	T890805.116
3421_tuebadz.conllup	T890807.28
3422_tuebadz.conllup	T890807.29
3423_tuebadz.conllup	T890807.43
3425_tuebadz.conllup	T890807.96
3426_tuebadz.conllup	T890807.136
3427_tuebadz.conllup	T890808.91
3428_tuebadz.conllup	T890811.62
3429_tuebadz.conllup	T890811.117
3430_tuebadz.conllup	T890812.10
3431_tuebadz.conllup	T890812.82
3432_tuebadz.conllup	T890812.83
3433_tuebadz.conllup	T890814.11
3434_tuebadz.conllup	T890814.58
3435_tuebadz.conllup	T890814.72
3436_tuebadz.conllup	T890814.167
3437_tuebadz.conllup	T890815.83
3438_tuebadz.conllup	T890815.176
3439_tuebadz.conllup	T890816.23
3441_tuebadz.conllup	T890817.112
3442_tuebadz.conllup	T890817.163
3443_tuebadz.conllup	T890818.6
3444_tuebadz.conllup	T890818.78
3445_tuebadz.conllup	T890818.114
3446_tuebadz.conllup	T890818.117
3447_tuebadz.conllup	T890818.149
3448_tuebadz.conllup	T890822.51
3451_tuebadz.conllup	T890824.28
3453_tuebadz.conllup	T890824.98
3454_tuebadz.conllup	T890824.155
3455_tuebadz.conllup	T890824.158
3457_tuebadz.conllup	T890826.120
3458_tuebadz.conllup	T890826.139
3459_tuebadz.conllup	T890828.16
3460_tuebadz.conllup	T890828.110
3461_tuebadz.conllup	T890828.117
3463_tuebadz.conllup	T890829.29
3465_tuebadz.conllup	T890901.38
3466_tuebadz.conllup	T890901.54
3468_tuebadz.conllup	T890901.66
3469_tuebadz.conllup	T890901.71
3470_tuebadz.conllup	T890902.132
3471_tuebadz.conllup	T890902.167
3472_tuebadz.conllup	T890902.173
3473_tuebadz.conllup	T890902.182
3477_tuebadz.conllup	T890905.155
3478_tuebadz.conllup	T890906.23
3479_tuebadz.conllup	T890907.114
3480_tuebadz.conllup	T890907.117
3482_tuebadz.conllup	T890908.113
3483_tuebadz.conllup	T890908.197
3484_tuebadz.conllup	T890908.217
3485_tuebadz.conllup	T890911.109
3486_tuebadz.conllup	T890911.171
3487_tuebadz.conllup	T890911.195
3488_tuebadz.conllup	T890912.106
3489_tuebadz.conllup	T890912.202
3491_tuebadz.conllup	T890913.252
3492_tuebadz.conllup	T890914.48
3495_tuebadz.conllup	T890915.94
3496_tuebadz.conllup	T890918.67
3497_tuebadz.conllup	T890918.142
3499_tuebadz.conllup	T890919.87
3500_tuebadz.conllup	T890919.89
3501_tuebadz.conllup	T890920.25
3502_tuebadz.conllup	T890921.120
3503_tuebadz.conllup	T890922.30
3504_tuebadz.conllup	T890923.50
3505_tuebadz.conllup	T890923.75
3506_tuebadz.conllup	T890923.90
3508_tuebadz.conllup	T890925.95
3510_tuebadz.conllup	T890926.110
3511_tuebadz.conllup	T890926.111
3512_tuebadz.conllup	T890927.69
3513_tuebadz.conllup	T890927.109
3514_tuebadz.conllup	T890927.115
3516_tuebadz.conllup	T890928.209
3517_tuebadz.conllup	T890928.222
3518_tuebadz.conllup	T890929.72
3519_tuebadz.conllup	T890929.193
3520_tuebadz.conllup	T891002.108
3521_tuebadz.conllup	T891002.143
3522_tuebadz.conllup	T891003.58
3523_tuebadz.conllup	T891003.62
3524_tuebadz.conllup	T891003.114
3526_tuebadz.conllup	T891004.69
3527_tuebadz.conllup	T891004.91
3528_tuebadz.conllup	T891005.101
3530_tuebadz.conllup	T891006.126
3531_tuebadz.conllup	T891007.83
3533_tuebadz.conllup	T891007.113
3535_tuebadz.conllup	T891009.134
3536_tuebadz.conllup	T891010.152
3537_tuebadz.conllup	T891011.34
3538_tuebadz.conllup	T891011.59
3539_tuebadz.conllup	T891012.82
3540_tuebadz.conllup	T891012.194
3541_tuebadz.conllup	T891014.85
3542_tuebadz.conllup	T891014.110
3543_tuebadz.conllup	T891014.140
3544_tuebadz.conllup	T891014.149
3546_tuebadz.conllup	T891016.82
3547_tuebadz.conllup	T891016.130
3548_tuebadz.conllup	T891016.131
3549_tuebadz.conllup	T891016.171
3550_tuebadz.conllup	T891016.174
3551_tuebadz.conllup	T891017.159
3552_tuebadz.conllup	T891017.220
3553_tuebadz.conllup	T891018.37
3554_tuebadz.conllup	T891018.104
3555_tuebadz.conllup	T891018.135
3556_tuebadz.conllup	T891019.113
3559_tuebadz.conllup	T891020.119
3561_tuebadz.conllup	T891021.84
3562_tuebadz.conllup	T891021.96
3564_tuebadz.conllup	T891024.59
3565_tuebadz.conllup	T891024.82
3567_tuebadz.conllup	T891026.33
3568_tuebadz.conllup	T891028.291
3570_tuebadz.conllup	T891030.210
3571_tuebadz.conllup	T891031.118
3573_tuebadz.conllup	T891101.121
3574_tuebadz.conllup	T891101.125
3575_tuebadz.conllup	T891102.151
3577_tuebadz.conllup	T891102.268
3578_tuebadz.conllup	T891102.293
3579_tuebadz.conllup	T891103.107
3580_tuebadz.conllup	T891104.77
3581_tuebadz.conllup	T891104.160
3583_tuebadz.conllup	T891106.36
3584_tuebadz.conllup	T891106.76
3586_tuebadz.conllup	T891106.127
3587_tuebadz.conllup	T891107.205
3588_tuebadz.conllup	T891108.131
3589_tuebadz.conllup	T891108.193
3591_tuebadz.conllup	T891109.128
3592_tuebadz.conllup	T891109.222
3593_tuebadz.conllup	T891110.112
3594_tuebadz.conllup	T891110.119
3596_tuebadz.conllup	T891111.52
3597_tuebadz.conllup	T891111.79
3598_tuebadz.conllup	T891113.56
3600_tuebadz.conllup	T891113.164
3602_tuebadz.conllup	T891113.224
3603_tuebadz.conllup	T891115.7
3604_tuebadz.conllup	T891115.72
3605_tuebadz.conllup	T891115.95
3607_tuebadz.conllup	T891116.116
3609_tuebadz.conllup	T891118.115
3610_tuebadz.conllup	T891118.121
3611_tuebadz.conllup	T891118.205
3612_tuebadz.conllup	T891120.160
3613_tuebadz.conllup	T891121.128
3614_tuebadz.conllup	T891121.157
3616_tuebadz.conllup	T891123.54
3617_tuebadz.conllup	T891124.119
3618_tuebadz.conllup	T891125.158
3619_tuebadz.conllup	T891128.98
3620_tuebadz.conllup	T891129.60
3621_tuebadz.conllup	T891130.186
3622_tuebadz.conllup	T891202.47
3624_tuebadz.conllup	T891202.141
3626_tuebadz.conllup	T891204.64
3627_tuebadz.conllup	T891204.74
3628_tuebadz.conllup	T891204.109
3629_tuebadz.conllup	T891204.207
3631_tuebadz.conllup	T891207.145
3633_tuebadz.conllup	T891208.89
3634_tuebadz.conllup	T891208.104
3635_tuebadz.conllup	T891208.159
3636_tuebadz.conllup	T891208.167
3637_tuebadz.conllup	T891209.117
3638_tuebadz.conllup	T891209.149
3639_tuebadz.conllup	T891209.173
3640_tuebadz.conllup	T891211.135
3641_tuebadz.conllup	T891211.140
3642_tuebadz.conllup	T891211.231
3643_tuebadz.conllup	T891212.57
3645_tuebadz.conllup	T891212.112
3646_tuebadz.conllup	T891212.214
3647_tuebadz.conllup	T891213.91
3648_tuebadz.conllup	T891213.103
3649_tuebadz.conllup	T891214.87
3650_tuebadz.conllup	T891214.107
